Name,Symptom,Age,Gender,Back,Chest,Triceps,Bicep/Forearm,Quadriceps,Hamstrings/Glutes,Calf/Abductor,Core/Ab,Shoulder,Mobility
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,deadlift,dumbbell-row,superman,pull-up","cable-crossover,barbell-bench-press,incline-bench-press,pushup,dumbbell-pullover","tricep-dip,rope-pushdown,close-grip-bench-press,diamond-push-up,overhead-tricep-extension","pull-up,bicep-curls,chin-ups,reverse-curls,concentration-curls","single-leg-squat,bulgarian-split-squat,pistol-squat,reverse-lunge,leg-press","single-leg-romanian-deadlift,bulgarian-split-squat,hip-thrust,walking-lunge,glute-hamstring-raise","standing-calf-raise,side-leg-raise,donkey-calf-exercise,cable-hip-abduction,calf-press","plank,crunch,glute-bridge,side-plank,bird-dog","seated-shoulder-press,seated-lateral-raise,seated-dumbbell-shrug,seated-rear-delt-fly,resistance-band-external-rotation","leg-press,seated-row,treadmill,seated-leg-extension,standing-calf-raise"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,deadlift,dumbbell-row,superman,dumbbell-pullover","cable-crossover,barbell-bench-press,incline-bench-press,pushup,decline-bench-press","tricep-dip,rope-pushdown,close-grip-bench-press,diamond-push-up,skull-crusher","pull-up,bicep-curls,chin-ups,reverse-curls,zottman-curls","single-leg-squat,bulgarian-split-squat,pistol-squat,reverse-lunge,kettleball-sumo-squat","single-leg-romanian-deadlift,bulgarian-split-squat,hip-thrust,walking-lunge,step-up","standing-calf-raise,side-leg-raise,donkey-calf-exercise,cable-hip-abduction,resistance-band-lateral-walk","plank,crunch,glute-bridge,side-plank,deadlift","seated-shoulder-press,seated-lateral-raise,seated-dumbbell-shrug,seated-rear-delt-fly,seated-dumbbell-shoulder-fly","leg-press,seated-row,treadmill,seated-leg-extension,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,deadlift,dumbbell-row,superman,romanian-deadlift","cable-crossover,barbell-bench-press,incline-bench-press,pushup,incline-pushup","tricep-dip,rope-pushdown,close-grip-bench-press,diamond-push-up,tricep-rope-pull-down","pull-up,bicep-curls,chin-ups,reverse-curls,farmer's-walk","single-leg-squat,bulgarian-split-squat,pistol-squat,reverse-lunge,forward-lunge","single-leg-romanian-deadlift,bulgarian-split-squat,hip-thrust,walking-lunge,kettleball-swing","standing-calf-raise,side-leg-raise,donkey-calf-exercise,cable-hip-abduction,skipping","plank,crunch,glute-bridge,side-plank,pull-up","seated-shoulder-press,seated-lateral-raise,seated-dumbbell-shrug,seated-rear-delt-fly,seated-cable-row","leg-press,seated-row,treadmill,seated-leg-extension,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,deadlift,dumbbell-row,pull-up,dumbbell-pullover","cable-crossover,barbell-bench-press,incline-bench-press,dumbbell-pullover,decline-bench-press","tricep-dip,rope-pushdown,close-grip-bench-press,overhead-tricep-extension,skull-crusher","pull-up,bicep-curls,chin-ups,concentration-curls,zottman-curls","single-leg-squat,bulgarian-split-squat,pistol-squat,leg-press,kettleball-sumo-squat","single-leg-romanian-deadlift,bulgarian-split-squat,hip-thrust,glute-hamstring-raise,step-up","standing-calf-raise,side-leg-raise,donkey-calf-exercise,calf-press,resistance-band-lateral-walk","plank,crunch,glute-bridge,bird-dog,deadlift","seated-shoulder-press,seated-lateral-raise,seated-dumbbell-shrug,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","leg-press,seated-row,treadmill,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,deadlift,dumbbell-row,pull-up,romanian-deadlift","cable-crossover,barbell-bench-press,incline-bench-press,dumbbell-pullover,incline-pushup","tricep-dip,rope-pushdown,close-grip-bench-press,overhead-tricep-extension,tricep-rope-pull-down","pull-up,bicep-curls,chin-ups,concentration-curls,farmer's-walk","single-leg-squat,bulgarian-split-squat,pistol-squat,leg-press,forward-lunge","single-leg-romanian-deadlift,bulgarian-split-squat,hip-thrust,glute-hamstring-raise,kettleball-swing","standing-calf-raise,side-leg-raise,donkey-calf-exercise,calf-press,skipping","plank,crunch,glute-bridge,bird-dog,pull-up","seated-shoulder-press,seated-lateral-raise,seated-dumbbell-shrug,resistance-band-external-rotation,seated-cable-row","leg-press,seated-row,treadmill,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,deadlift,dumbbell-row,dumbbell-pullover,romanian-deadlift","cable-crossover,barbell-bench-press,incline-bench-press,decline-bench-press,incline-pushup","tricep-dip,rope-pushdown,close-grip-bench-press,skull-crusher,tricep-rope-pull-down","pull-up,bicep-curls,chin-ups,zottman-curls,farmer's-walk","single-leg-squat,bulgarian-split-squat,pistol-squat,kettleball-sumo-squat,forward-lunge","single-leg-romanian-deadlift,bulgarian-split-squat,hip-thrust,step-up,kettleball-swing","standing-calf-raise,side-leg-raise,donkey-calf-exercise,resistance-band-lateral-walk,skipping","plank,crunch,glute-bridge,deadlift,pull-up","seated-shoulder-press,seated-lateral-raise,seated-dumbbell-shrug,seated-dumbbell-shoulder-fly,seated-cable-row","leg-press,seated-row,treadmill,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,deadlift,superman,pull-up,dumbbell-pullover","cable-crossover,barbell-bench-press,pushup,dumbbell-pullover,decline-bench-press","tricep-dip,rope-pushdown,diamond-push-up,overhead-tricep-extension,skull-crusher","pull-up,bicep-curls,reverse-curls,concentration-curls,zottman-curls","single-leg-squat,bulgarian-split-squat,reverse-lunge,leg-press,kettleball-sumo-squat","single-leg-romanian-deadlift,bulgarian-split-squat,walking-lunge,glute-hamstring-raise,step-up","standing-calf-raise,side-leg-raise,cable-hip-abduction,calf-press,resistance-band-lateral-walk","plank,crunch,side-plank,bird-dog,deadlift","seated-shoulder-press,seated-lateral-raise,seated-rear-delt-fly,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","leg-press,seated-row,seated-leg-extension,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,deadlift,superman,pull-up,romanian-deadlift","cable-crossover,barbell-bench-press,pushup,dumbbell-pullover,incline-pushup","tricep-dip,rope-pushdown,diamond-push-up,overhead-tricep-extension,tricep-rope-pull-down","pull-up,bicep-curls,reverse-curls,concentration-curls,farmer's-walk","single-leg-squat,bulgarian-split-squat,reverse-lunge,leg-press,forward-lunge","single-leg-romanian-deadlift,bulgarian-split-squat,walking-lunge,glute-hamstring-raise,kettleball-swing","standing-calf-raise,side-leg-raise,cable-hip-abduction,calf-press,skipping","plank,crunch,side-plank,bird-dog,pull-up","seated-shoulder-press,seated-lateral-raise,seated-rear-delt-fly,resistance-band-external-rotation,seated-cable-row","leg-press,seated-row,seated-leg-extension,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,deadlift,superman,dumbbell-pullover,romanian-deadlift","cable-crossover,barbell-bench-press,pushup,decline-bench-press,incline-pushup","tricep-dip,rope-pushdown,diamond-push-up,skull-crusher,tricep-rope-pull-down","pull-up,bicep-curls,reverse-curls,zottman-curls,farmer's-walk","single-leg-squat,bulgarian-split-squat,reverse-lunge,kettleball-sumo-squat,forward-lunge","single-leg-romanian-deadlift,bulgarian-split-squat,walking-lunge,step-up,kettleball-swing","standing-calf-raise,side-leg-raise,cable-hip-abduction,resistance-band-lateral-walk,skipping","plank,crunch,side-plank,deadlift,pull-up","seated-shoulder-press,seated-lateral-raise,seated-rear-delt-fly,seated-dumbbell-shoulder-fly,seated-cable-row","leg-press,seated-row,seated-leg-extension,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,deadlift,pull-up,dumbbell-pullover,romanian-deadlift","cable-crossover,barbell-bench-press,dumbbell-pullover,decline-bench-press,incline-pushup","tricep-dip,rope-pushdown,overhead-tricep-extension,skull-crusher,tricep-rope-pull-down","pull-up,bicep-curls,concentration-curls,zottman-curls,farmer's-walk","single-leg-squat,bulgarian-split-squat,leg-press,kettleball-sumo-squat,forward-lunge","single-leg-romanian-deadlift,bulgarian-split-squat,glute-hamstring-raise,step-up,kettleball-swing","standing-calf-raise,side-leg-raise,calf-press,resistance-band-lateral-walk,skipping","plank,crunch,bird-dog,deadlift,pull-up","seated-shoulder-press,seated-lateral-raise,resistance-band-external-rotation,seated-dumbbell-shoulder-fly,seated-cable-row","leg-press,seated-row,standing-calf-raise,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,back-extension,dumbbell-row,superman","cable-crossover,chest-flyes,chest-dips,incline-bench-press,pushup","tricep-dip,tricep-extension,tricep-kickback,close-grip-bench-press,diamond-push-up","pull-up,preacher-curls,hammer-curls,chin-ups,reverse-curls","single-leg-squat,deadlift,barbell-squat,pistol-squat,reverse-lunge","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,hip-thrust,walking-lunge","standing-calf-raise,seated-calf-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction","plank,superman,dead-bug,glute-bridge,side-plank","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly","leg-press,cycling,elliptical-trainer,treadmill,seated-leg-extension"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,back-extension,dumbbell-row,pull-up","cable-crossover,chest-flyes,chest-dips,incline-bench-press,dumbbell-pullover","tricep-dip,tricep-extension,tricep-kickback,close-grip-bench-press,overhead-tricep-extension","pull-up,preacher-curls,hammer-curls,chin-ups,concentration-curls","single-leg-squat,deadlift,barbell-squat,pistol-squat,leg-press","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,hip-thrust,glute-hamstring-raise","standing-calf-raise,seated-calf-raise,clamshell-exercise,donkey-calf-exercise,calf-press","plank,superman,dead-bug,glute-bridge,bird-dog","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,resistance-band-external-rotation","leg-press,cycling,elliptical-trainer,treadmill,standing-calf-raise"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,back-extension,dumbbell-row,dumbbell-pullover","cable-crossover,chest-flyes,chest-dips,incline-bench-press,decline-bench-press","tricep-dip,tricep-extension,tricep-kickback,close-grip-bench-press,skull-crusher","pull-up,preacher-curls,hammer-curls,chin-ups,zottman-curls","single-leg-squat,deadlift,barbell-squat,pistol-squat,kettleball-sumo-squat","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,hip-thrust,step-up","standing-calf-raise,seated-calf-raise,clamshell-exercise,donkey-calf-exercise,resistance-band-lateral-walk","plank,superman,dead-bug,glute-bridge,deadlift","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-dumbbell-shoulder-fly","leg-press,cycling,elliptical-trainer,treadmill,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,back-extension,dumbbell-row,romanian-deadlift","cable-crossover,chest-flyes,chest-dips,incline-bench-press,incline-pushup","tricep-dip,tricep-extension,tricep-kickback,close-grip-bench-press,tricep-rope-pull-down","pull-up,preacher-curls,hammer-curls,chin-ups,farmer's-walk","single-leg-squat,deadlift,barbell-squat,pistol-squat,forward-lunge","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,hip-thrust,kettleball-swing","standing-calf-raise,seated-calf-raise,clamshell-exercise,donkey-calf-exercise,skipping","plank,superman,dead-bug,glute-bridge,pull-up","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-cable-row","leg-press,cycling,elliptical-trainer,treadmill,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,back-extension,superman,pull-up","cable-crossover,chest-flyes,chest-dips,pushup,dumbbell-pullover","tricep-dip,tricep-extension,tricep-kickback,diamond-push-up,overhead-tricep-extension","pull-up,preacher-curls,hammer-curls,reverse-curls,concentration-curls","single-leg-squat,deadlift,barbell-squat,reverse-lunge,leg-press","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,walking-lunge,glute-hamstring-raise","standing-calf-raise,seated-calf-raise,clamshell-exercise,cable-hip-abduction,calf-press","plank,superman,deadbug,side-plank,bird-dog","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,seated-rear-delt-fly,resistance-band-external-rotation","leg-press,cycling,elliptical-trainer,seated-leg-extension,standing-calf-raise"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,back-extension,superman,dumbbell-pullover","cable-crossover,chest-flyes,chest-dips,pushup,decline-bench-press","tricep-dip,tricep-extension,tricep-kickback,diamond-push-up,skull-crusher","pull-up,preacher-curls,hammer-curls,reverse-curls,zottman-curls","single-leg-squat,deadlift,barbell-squat,reverse-lunge,kettleball-sumo-squat","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,walking-lunge,step-up","standing-calf-raise,seated-calf-raise,clamshell-exercise,cable-hip-abduction,resistance-band-lateral-walk","plank,superman,deadbug,side-plank,deadlift","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,seated-rear-delt-fly,seated-dumbbell-shoulder-fly","leg-press,cycling,elliptical-trainer,seated-leg-extension,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,back-extension,superman,romanian-deadlift","cable-crossover,chest-flyes,chest-dips,pushup,incline-pushup","tricep-dip,tricep-extension,tricep-kickback,diamond-push-up,tricep-rope-pull-down","pull-up,preacher-curls,hammer-curls,reverse-curls,farmer's-walk","single-leg-squat,deadlift,barbell-squat,reverse-lunge,forward-lunge","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,walking-lunge,kettleball-swing","standing-calf-raise,seated-calf-raise,clamshell-exercise,cable-hip-abduction,skipping","plank,superman,deadbug,side-plank,pull-up","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,seated-rear-delt-fly,seated-cable-row","leg-press,cycling,elliptical-trainer,seated-leg-extension,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,back-extension,pull-up,dumbbell-pullover","cable-crossover,chest-flyes,chest-dips,dumbbell-pullover,decline-bench-press","tricep-dip,tricep-extension,tricep-kickback,overhead-tricep-extension,skull-crusher","pull-up,preacher-curls,hammer-curls,concentration-curls,zottman-curls","single-leg-squat,deadlift,barbell-squat,leg-press,kettleball-sumo-squat","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,glute-hamstring-raise,step-up","standing-calf-raise,seated-calf-raise,clamshell-exercise,calf-press,resistance-band-lateral-walk","plank,superman,dead-bug,bird-dog,deadlift","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","leg-press,cycling,elliptical-trainer,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,back-extension,pull-up,romanian-deadlift","cable-crossover,chest-flyes,chest-dips,dumbbell-pullover,incline-pushup","tricep-dip,tricep-extension,tricep-kickback,overhead-tricep-extension,tricep-rope-pull-down","pull-up,preacher-curls,hammer-curls,concentration-curls,farmer's-walk","single-leg-squat,deadlift,barbell-squat,leg-press,forward-lunge","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,glute-hamstring-raise,kettleball-swing","standing-calf-raise,seated-calf-raise,clamshell-exercise,calf-press,skipping","plank,superman,dead-bug,bird-dog,pull-up","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,resistance-band-external-rotation,seated-cable-row","leg-press,cycling,elliptical-trainer,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,back-extension,dumbbell-pullover,romanian-deadlift","cable-crossover,chest-flyes,chest-dips,decline-bench-press,incline-pushup","tricep-dip,tricep-extension,tricep-kickback,skull-crusher,tricep-rope-pull-down","pull-up,preacher-curls,hammer-curls,zottman-curls,farmer's-walk","single-leg-squat,deadlift,barbell-squat,kettleball-sumo-squat,forward-lunge","single-leg-romanian-deadlift,glute-bridge,single-leg-squat,step-up,kettleball-swing","standing-calf-raise,seated-calf-raise,clamshell-exercise,resistance-band-lateral-walk,skipping","plank,superman,dead-bug,deadlift,pull-up","seated-shoulder-press,seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shoulder-fly,seated-cable-row","leg-press,cycling,elliptical-trainer,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,dumbbell-row,superman,pull-up","cable-crossover,chest-flyes,incline-bench-press,pushup,dumbbell-pullover","tricep-dip,tricep-extension,close-grip-bench-press,diamond-push-up,overhead-tricep-extension","pull-up,preacher-curls,chin-ups,reverse-curls,concentration-curls","single-leg-squat,deadlift,pistol-squat,reverse-lunge,leg-press","single-leg-romanian-deadlift,glute-bridge,hip-thrust,walking-lunge,glute-hamstring-raise","standing-calf-raise,seated-calf-raise,donkey-calf-exercise,cable-hip-abduction,calf-press","plank,superman,glute-bridge,side-plank,bird-dog","seated-shoulder-press,seated-front-raise,seated-dumbbell-shrug,seated-rear-delt-fly,resistance-band-external-rotation","leg-press,cycling,treadmill,seated-leg-extension,standing-calf-raise"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,dumbbell-row,superman,dumbbell-pullover","cable-crossover,chest-flyes,incline-bench-press,pushup,decline-bench-press","tricep-dip,tricep-extension,close-grip-bench-press,diamond-push-up,skull-crusher","pull-up,preacher-curls,chin-ups,reverse-curls,zottman-curls","single-leg-squat,deadlift,pistol-squat,reverse-lunge,kettleball-sumo-squat","single-leg-romanian-deadlift,glute-bridge,hip-thrust,walking-lunge,step-up","standing-calf-raise,seated-calf-raise,donkey-calf-exercise,cable-hip-abduction,resistance-band-lateral-walk","plank,superman,glute-bridge,side-plank,deadlift","seated-shoulder-press,seated-front-raise,seated-dumbbell-shrug,seated-rear-delt-fly,seated-dumbbell-shoulder-fly","leg-press,cycling,treadmill,seated-leg-extension,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,dumbbell-row,superman,romanian-deadlift","cable-crossover,chest-flyes,incline-bench-press,pushup,incline-pushup","tricep-dip,tricep-extension,close-grip-bench-press,diamond-push-up,tricep-rope-pull-down","pull-up,preacher-curls,chin-ups,reverse-curls,farmer's-walk","single-leg-squat,deadlift,pistol-squat,reverse-lunge,forward-lunge","single-leg-romanian-deadlift,glute-bridge,hip-thrust,walking-lunge,kettleball-swing","standing-calf-raise,seated-calf-raise,donkey-calf-exercise,cable-hip-abduction,skipping","plank,superman,glute-bridge,side-plank,pull-up","seated-shoulder-press,seated-front-raise,seated-dumbbell-shrug,seated-rear-delt-fly,seated-cable-row","leg-press,cycling,treadmill,seated-leg-extension,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,dumbbell-row,pull-up,dumbbell-pullover","cable-crossover,chest-flyes,incline-bench-press,dumbbell-pullover,decline-bench-press","tricep-dip,tricep-extension,close-grip-bench-press,overhead-tricep-extension,skull-crusher","pull-up,preacher-curls,chin-ups,concentration-curls,zottman-curls","single-leg-squat,deadlift,pistol-squat,leg-press,kettleball-sumo-squat","single-leg-romanian-deadlift,glute-bridge,hip-thrust,glute-hamstring-raise,step-up","standing-calf-raise,seated-calf-raise,donkey-calf-exercise,calf-press,resistance-band-lateral-walk","plank,superman,glute-bridge,bird-dog,deadlift","seated-shoulder-press,seated-front-raise,seated-dumbbell-shrug,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","leg-press,cycling,treadmill,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,dumbbell-row,pull-up,romanian-deadlift","cable-crossover,chest-flyes,incline-bench-press,dumbbell-pullover,incline-pushup","tricep-dip,tricep-extension,close-grip-bench-press,overhead-tricep-extension,tricep-rope-pull-down","pull-up,preacher-curls,chin-ups,concentration-curls,farmer's-walk","single-leg-squat,deadlift,pistol-squat,leg-press,forward-lunge","single-leg-romanian-deadlift,glute-bridge,hip-thrust,glute-hamstring-raise,kettleball-swing","standing-calf-raise,seated-calf-raise,donkey-calf-exercise,calf-press,skipping","plank,superman,glute-bridge,bird-dog,pull-up","seated-shoulder-press,seated-front-raise,seated-dumbbell-shrug,resistance-band-external-rotation,seated-cable-row","leg-press,cycling,treadmill,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,dumbbell-row,dumbbell-pullover,romanian-deadlift","cable-crossover,chest-flyes,incline-bench-press,decline-bench-press,incline-pushup","tricep-dip,tricep-extension,close-grip-bench-press,skull-crusher,tricep-rope-pull-down","pull-up,preacher-curls,chin-ups,zottman-curls,farmer's-walk","single-leg-squat,deadlift,pistol-squat,kettleball-sumo-squat,forward-lunge","single-leg-romanian-deadlift,glute-bridge,hip-thrust,step-up,kettleball-swing","standing-calf-raise,seated-calf-raise,donkey-calf-exercise,resistance-band-lateral-walk,skipping","plank,superman,glute-bridge,deadlift,pull-up","seated-shoulder-press,seated-front-raise,seated-dumbbell-shrug,seated-dumbbell-shoulder-fly,seated-cable-row","leg-press,cycling,treadmill,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,superman,pull-up,dumbbell-pullover","cable-crossover,chest-flyes,pushup,dumbbell-pullover,decline-bench-press","tricep-dip,tricep-extension,diamond-push-up,overhead-tricep-extension,skull-crusher","pull-up,preacher-curls,reverse-curls,concentration-curls,zottman-curls","single-leg-squat,deadlift,reverse-lunge,leg-press,kettleball-sumo-squat","single-leg-romanian-deadlift,glute-bridge,walking-lunge,glute-hamstring-raise,step-up","standing-calf-raise,seated-calf-raise,cable-hip-abduction,calf-press,resistance-band-lateral-walk","plank,superman,side-plank,bird-dog,deadlift","seated-shoulder-press,seated-front-raise,seated-rear-delt-fly,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","leg-press,cycling,seated-leg-extension,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,superman,pull-up,romanian-deadlift","cable-crossover,chest-flyes,pushup,dumbbell-pullover,incline-pushup","tricep-dip,tricep-extension,diamond-push-up,overhead-tricep-extension,tricep-rope-pull-down","pull-up,preacher-curls,reverse-curls,concentration-curls,farmer's-walk","single-leg-squat,deadlift,reverse-lunge,leg-press,forward-lunge","single-leg-romanian-deadlift,glute-bridge,walking-lunge,glute-hamstring-raise,kettleball-swing","standing-calf-raise,seated-calf-raise,cable-hip-abduction,calf-press,skipping","plank,superman,side-plank,bird-dog,pull-up","seated-shoulder-press,seated-front-raise,seated-rear-delt-fly,resistance-band-external-rotation,seated-cable-row","leg-press,cycling,seated-leg-extension,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,lat-pull-down,pull-up,dumbbell-pullover,romanian-deadlift","cable-crossover,chest-flyes,pushup,decline-bench-press,incline-pushup","tricep-dip,tricep-extension,diamond-push-up,skull-crusher,tricep-rope-pull-down","pull-up,preacher-curls,reverse-curls,zottman-curls,farmer's-walk","single-leg-squat,deadlift,reverse-lunge,kettleball-sumo-squat,forward-lunge","single-leg-romanian-deadlift,glute-bridge,walking-lunge,step-up,kettleball-swing","standing-calf-raise,seated-calf-raise,cable-hip-abduction,resistance-band-lateral-walk,skipping","plank,superman,side-plank,deadlift,pull-up","seated-shoulder-press,seated-front-raise,seated-rear-delt-fly,seated-dumbbell-shoulder-fly,seated-cable-row","leg-press,cycling,seated-leg-extension,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,lat-pull-down,superman,dumbbell-pullover,romanian-deadlift","cable-crossover,chest-flyes,dumbbell-pullover,decline-bench-press,incline-pushup","tricep-dip,tricep-extension,overhead-tricep-extension,skull-crusher,tricep-rope-pull-down","pull-up,preacher-curls,concentration-curls,zottman-curls,farmer's-walk","single-leg-squat,deadlift,leg-press,kettleball-sumo-squat,forward-lunge","single-leg-romanian-deadlift,glute-bridge,glute-hamstring-raise,step-up,kettleball-swing","standing-calf-raise,seated-calf-raise,calf-press,resistance-band-lateral-walk,skipping","plank,superman,bird-dog,deadlift,pull-up","seated-shoulder-press,seated-front-raise,resistance-band-external-rotation,seated-dumbbell-shoulder-fly,seated-cable-row","leg-press,cycling,standing-calf-raise,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,back-extension,dumbbell-row,superman,pull-up","cable-crossover,chest-dips,incline-bench-press,pushup,dumbbell-pullover","tricep-dip,tricep-kickback,close-grip-bench-press,diamond-push-up,overhead-tricep-extension","pull-up,hammer-curls,chin-ups,reverse-curls,concentration-curls","single-leg-squat,barbell-squat,pistol-squat,reverse-lunge,leg-press","single-leg-romanian-deadlift,single-leg-squat,hip-thrust,walking-lunge,glute-hamstring-raise","standing-calf-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction,calf-press","plank,dead-bug,glute-bridge,side-plank,bird-dog","seated-shoulder-press,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly,resistance-band-external-rotation","leg-press,elliptical-trainer,treadmill,seated-leg-extension,standing-calf-raise"
Huntington's,Balancing issues,30-50,M,"resistance-band-pull-apart,back-extension,dumbbell-row,superman,dumbbell-pullover","cable-crossover,chest-dips,incline-bench-press,pushup,decline-bench-press","tricep-dip,tricep-kickback,close-grip-bench-press,diamond-push-up,skull-crusher","pull-up,hammer-curls,chin-ups,reverse-curls,zottman-curls","single-leg-squat,barbell-squat,pistol-squat,reverse-lunge,kettleball-sumo-squat","single-leg-romanian-deadlift,single-leg-squat,hip-thrust,walking-lunge,step-up","standing-calf-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction,resistance-band-lateral-walk","plank,dead-bug,glute-bridge,side-plank,deadlift","seated-shoulder-press,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly,seated-dumbbell-shoulder-fly","leg-press,elliptical-trainer,treadmill,seated-leg-extension,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"resistance-band-pull-apart,back-extension,dumbbell-row,superman,romanian-deadlift","cable-crossover,chest-dips,incline-bench-press,pushup,incline-pushup","tricep-dip,tricep-kickback,close-grip-bench-press,diamond-push-up,tricep-rope-pull-down","pull-up,hammer-curls,chin-ups,reverse-curls,farmer's-walk","single-leg-squat,barbell-squat,pistol-squat,reverse-lunge,forward-lunge","single-leg-romanian-deadlift,single-leg-squat,hip-thrust,walking-lunge,kettleball-swing","standing-calf-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction,skipping","plank,dead-bug,glute-bridge,side-plank,pull-up","seated-shoulder-press,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly,seated-cable-row","leg-press,elliptical-trainer,treadmill,seated-leg-extension,seated-chest-press"
